Entrez_ID,Gene,E2f1,Mycn,Zfx,Myc,Klf4,Tcfcp2l1,Esrrb,Nanog,Oct.04,Sox2,Stat3,Smad1
11418,Asic2,2.77E-12,12.43762054,19.7869176,17.74383927,71.92573192,53.78369813,21.5405799,16.12778466,31.00301261,0,33.07798593,52.40309389
11419,Asic1,1.24E-11,103.2040096,131.7778467,56.98144363,115.2788628,62.59429731,35.38780404,3.172575376,13.908861,0,9.344472346,18.9376834
11421,Ace,1.72E-17,35.74835507,72.22987774,28.46913131,110.2762299,80.66742344,44.03843279,33.01648512,1.509263316,0,28.36730352,39.0921562
11423,Ache,0,50.3667705,120.0316186,46.13480037,245.2671601,27.17771016,19.81071514,39.31842478,16.72635124,0,40.31240812,48.31370808
11425,Apoc4,0,23.58098068,42.02533151,16.06616318,138.5218804,74.12311651,47.55967178,20.40341217,16.86380992,0,65.06623754,50.70624323
11426,Macf1,0.526559577,50.12855607,88.27757564,51.61633757,99.47084653,28.73566721,50.32177584,7.96222565,16.46631292,0,30.27508133,12.98930013
11428,Aco1,0,34.99170914,69.19343647,23.08216511,79.67379241,27.1465623,29.50004848,26.61142307,43.02109989,0,76.61681294,38.55929238
11429,Aco2,3.368200387,19.0029731,36.22298858,23.73545425,116.6247212,37.95341354,91.42126977,17.89077071,11.03070281,0,40.1359853,44.03567414
11430,Acox1,0.00087644,2.92131625,40.90844138,7.403594848,75.63936234,35.80223163,33.24508076,34.10248945,32.58377336,0,70.69951822,20.24893704
11431,Acp1,4.68E-18,12.7683686,61.21322307,3.807127877,65.53969572,18.16484831,34.84161739,55.01346418,40.33632967,0,29.28960862,30.77684478
11433,Acp5,1.22E-10,32.85605491,25.50442771,27.76979843,138.6547045,39.63978547,90.78037729,48.71087296,19.99352721,0,53.1191723,8.079097122
11434,Acr,6.54E-13,21.89648195,27.7590582,23.93815311,111.7526676,41.355196,26.01189985,20.36709197,40.12139512,0,62.37518778,42.68297183
11435,Chrna1,0.000408371,23.82327885,20.68474284,17.62067419,103.7550097,29.66263827,58.02038471,12.62351149,48.23530095,0,57.68424254,45.22546812
11438,Chrna4,0,24.45835871,121.174819,32.76358983,127.351881,50.91888248,50.02479921,46.5887477,47.28808447,0,26.91518277,45.11655424
11440,Chrna6,6.80E-07,6.934398712,2.850297718,3.264269336,41.66458086,60.87246703,28.41205689,22.45334939,45.44222741,0,30.66718773,57.05437416
11441,Chrna7,0,32.05556248,114.0399508,16.94299326,68.20454278,29.24536685,35.00726247,9.61465823,38.11990708,0,85.47290367,14.37112604
11443,Chrnb1,5.745505476,6.595609004,83.49934042,20.74546933,161.8516892,57.78213145,56.33510372,8.940494515,10.90679469,0,36.68806693,50.16675807
11444,Chrnb2,1.51E-07,23.02627008,60.27887476,15.1569102,105.6479347,65.42833159,61.1435267,19.12430041,31.00887796,0,58.69527283,29.85895016
11447,Chrnd,1.47E-18,21.61965039,60.28663726,13.26818826,152.5694123,73.70189361,66.8106743,7.844959603,12.20586499,0,44.51930011,26.22596752
11448,Chrne,2.03E-20,3.352155403,30.61638197,23.51060291,135.767395,63.19195722,64.01943606,10.85622774,14.6173375,0,28.81315012,45.29246599
11449,Chrng,0,41.22268987,32.31472152,5.37633047,115.4915273,91.61416216,73.42014321,14.73885708,1.620406243,0,47.04555126,55.95012626
11450,Adipoq,1.64E-17,3.800953683,12.45910941,3.155520075,40.75546548,52.88654834,45.70867429,32.43119757,33.30796609,0,54.73173502,19.6269376
11451,Acrv1,0,5.869337522,5.732197827,4.504252165,22.53904154,17.52463712,27.72161398,14.18207874,52.48804849,0,29.62116377,19.87623311
11459,Acta1,2.22E-15,12.33676831,43.37448126,22.3942117,78.76330106,106.4204978,57.40530836,29.62979188,17.87288192,0,12.76390023,28.14651705
11461,Actb,0.034842185,64.92007387,205.0610424,44.74824156,262.5900016,57.44672226,67.14557485,17.41361026,11.46259611,0,36.696637,79.82575423
11464,Actc1,0,8.186050213,1.065999166,4.331365369,57.65695946,55.57290435,45.70259356,48.54643077,82.16619417,0,51.40544286,31.14979428
11465,Actg1,2.96E-21,113.4882568,331.7136007,101.483984,279.4677629,103.4286064,80.89673425,34.59659529,11.7707913,0,39.02132966,59.66716563
11468,Actg2,3.69E-18,2.628089491,21.54906054,2.604765457,26.90444091,35.303281,53.98008035,24.11918561,36.59706558,0,48.64189508,30.04247721
11470,Actl7a,0,4.085443319,44.78121195,0.611335084,49.43587361,59.47761606,51.31191471,49.10238297,19.46549735,0,38.02168216,51.20172634
11471,Actl7b,0,3.30773483,49.22134255,0.900001982,34.96125273,39.02843375,38.40691101,53.14252878,26.18153888,0,42.59220409,42.35665928
11471,Actl7b,0,3.30773483,49.22134255,0.900001982,34.96125273,39.02843375,38.40691101,53.14252878,26.18153888,0,42.59220409,42.35665928
11472,Actn2,2.64E-25,15.61128901,25.08582703,6.219246673,49.3291683,37.30135004,31.39156526,14.91603803,29.69985106,0,48.30021448,10.26116284
11474,Actn3,1.60E-08,18.78755326,72.08586994,26.29423766,129.5569068,37.61145305,59.86661599,47.26676422,4.409756251,0,24.92529066,31.78042226
11475,Acta2,0,9.977546146,2.21509828,5.000885724,33.11591246,23.12346973,17.10788701,41.1431609,38.15101628,0,49.53333223,58.38905875
11477,Acvr1,6.130624278,139.9510573,228.9256006,95.84495989,114.0783939,62.09410426,47.69559969,26.73134209,40.72176564,0,62.28971534,60.2274701
11479,Acvr1b,1.38E-07,105.9248416,194.6079699,95.56563127,126.2749749,29.12944455,59.8093819,26.71721903,24.12007293,0,48.32901459,50.99656169
11481,Acvr2b,0,111.218763,338.2148675,87.5990373,123.4201387,33.71722281,39.7842211,18.29926096,19.05522209,0,69.24291347,14.25805195
11482,Acvrl1,0.362916785,24.60813173,49.21637561,16.86328509,123.3935031,78.67978933,48.4384601,25.74266304,11.43513993,0,65.7603721,24.99641843
11484,Aspa,1.40E-13,16.45526644,16.44179276,22.63927554,30.31592875,19.39419213,73.51764989,19.89041924,16.82844177,0,48.20259789,35.195104
11487,Adam10,12.78393661,41.19916217,186.3582533,40.99697805,90.30907222,3.729004709,36.3241814,31.22606729,21.84625006,0,35.08484897,11.53863041
11488,Adam11,11.64988082,58.4512221,201.6922505,38.77631777,195.6857379,82.77919309,51.03243339,31.14208363,25.68719899,0,46.132926,42.1181621
11489,Adam12,4.60954388,80.39025356,122.030615,68.60097937,85.43929282,41.0691676,33.72855194,21.43817344,56.55774647,0,41.98889442,56.47768423
11490,Adam15,0,14.09266161,149.3054136,6.810494737,197.5892345,59.80561057,40.39543148,14.14764045,20.99919009,0,53.69498259,37.79142023
11492,Adam19,1.295085685,58.87368289,48.92469462,42.21010284,88.47097708,31.21947351,58.38019873,40.38292898,38.73578679,0,73.44259684,34.30338036
11495,Adam2,0,7.665746717,22.77552435,5.564586987,104.6695229,35.00225933,28.09335865,20.16887388,50.55205967,0,33.71597824,22.86430604
11496,Adam22,0,38.69819326,70.44549336,53.64014334,54.21739373,28.12088843,35.77451782,14.20363464,54.13135929,0,56.11090042,38.68629534
11497,Adam3,4.05E-19,14.61101975,10.24105314,21.93777295,104.2385903,11.29757028,5.851415296,57.4250576,41.28933693,0,21.70999963,31.60202151
11499,Adam5,0,3.778195249,13.63699281,3.165239772,48.11192389,33.12782455,21.69689972,21.7000339,52.95732202,0,38.83946851,22.61431093
11500,Adam7,4.29E-10,0.651812856,4.197641326,8.28521362,19.81074687,6.289531963,41.74585415,26.94396131,63.53055123,0,11.3371296,19.71113781
11501,Adam8,0.00051513,20.6066354,54.22076825,25.30031257,95.1544085,61.94129516,47.38020105,80.34993596,28.53170329,0,73.54122831,43.04884064
11502,Adam9,5.62E-21,36.17251919,138.4613597,35.52314863,57.66441054,54.48426932,55.02586178,27.29784391,21.89896635,0,58.6275141,21.47823879
11504,Adamts1,18.90915269,35.2889284,51.86592462,16.95261496,80.19352002,50.88952455,33.43989872,48.99900699,30.33363286,0,47.13993164,31.39079761
11512,Adcy6,6.30E-06,60.03042641,153.0641857,32.92284983,143.7423689,102.9053956,28.53534119,32.98504291,45.97120283,0,27.61733467,26.68350422
11513,Adcy7,0,26.20774921,55.87056484,16.05048188,117.2673659,29.06681975,44.9148092,52.78842124,14.33255116,0,68.62605757,51.77392443
11514,Adcy8,1.318281292,27.35997506,64.89528112,20.54748274,107.0966031,24.49257975,42.53694139,34.12059182,33.04383803,0,16.4759216,27.80809623
11515,Adcy9,0,99.29701348,154.6721991,66.92845194,77.64141709,13.96796784,73.85546511,28.08153339,19.99108146,0,37.02293309,20.6898886
11516,Adcyap1,1.21E-21,7.960838529,16.39576673,17.99173342,77.6818444,40.84997714,28.5230013,13.93428897,28.15031399,0,21.58125961,59.01813985
11518,Add1,4.72E-20,12.08948891,77.36385535,7.730006231,97.95515129,68.74257462,68.08519764,38.09539691,14.45146262,0,47.9961426,14.40502401
11519,Add2,0,16.77032737,5.696427546,15.73901866,91.73236258,80.1324446,25.07340099,40.89737545,25.16565813,0,41.33621563,61.6043225
11520,Plin2,2.22E-21,14.81997414,0.093246521,34.31157602,94.17979157,67.06197066,36.28925591,27.35922596,26.6495646,0,66.45097568,53.65758809
11522,Adh1,10.23968385,19.18356839,2.945658111,2.535793321,48.97969548,24.32258686,19.65692342,13.93660158,29.11240985,0,23.37527343,42.25110363
11529,Adh7,7.23E-12,30.00420565,7.170307242,32.41594277,52.5897852,28.34819134,36.65610652,30.92001238,43.62307219,0,35.5120546,17.97832276
11532,Adh5,0.233843187,19.33908996,10.11044032,1.153830863,71.41885276,33.33357702,51.08008737,31.30261321,19.56588458,0,47.95203815,39.58810911
11534,Adk,2.87E-19,50.05598994,38.98567226,54.29461331,44.17698538,23.28467021,39.14725284,15.60219438,32.52202132,0,56.36409123,12.7938561
11537,Cfd,1.81E-06,36.10956887,117.0608788,38.36328585,170.045359,68.05088637,30.0614822,35.40705482,4.170736665,0,40.10330945,28.54589301
11538,Adnp,0.321878187,32.10830232,192.0595392,53.19789274,54.05009682,118.0104297,60.44532632,20.39011029,21.8926701,0,20.85460193,53.40651755
11540,Adora2a,1.75E-11,29.09624111,75.38396087,4.662511543,84.22595145,91.9117295,37.97683882,34.64344926,20.86281925,0,66.76945031,37.4762992
11541,Adora2b,4.47E-12,18.8399128,124.4486489,9.985412348,151.3619483,96.04330495,29.78963274,37.74571386,45.72810573,0,30.93081149,55.70311169
11542,Adora3,0.074353359,3.934804871,10.40912091,0,84.56752197,43.74738265,55.70882883,15.00622254,22.43263373,0,64.94040252,21.73804258
11542,Adora3,2.25E-10,0.534218257,13.49307441,0,62.32011772,70.18825736,36.4564587,28.49003387,9.925877451,0,34.60223739,38.95250175
11544,Adprh,0,41.21437759,69.64178379,50.13455351,89.86022567,25.26050566,38.5787537,12.50115808,30.19785799,0,38.39866207,16.26299644
11545,Parp1,6.78257962,32.70357027,107.9413024,16.83031082,124.1580251,59.09897557,44.60279671,37.24398228,24.27833066,0,28.18638115,28.70556861
11549,Adra1a,4.22E-08,4.431607176,27.91171282,16.08325765,63.82107612,51.86424495,38.69086615,11.97424932,34.35129777,0,38.53192316,23.51688896
11550,Adra1d,20.7604571,51.7738241,89.98911324,26.40923482,73.61006764,59.66590165,33.12290484,42.32535853,37.85973948,0,89.33799857,40.77365005
11551,Adra2a,0.236235421,70.03011212,207.3926454,74.78440578,111.4738274,81.81044315,53.89878913,30.24481148,19.37309643,0,23.16138139,30.73167803
11552,Adra2b,0,28.93210711,44.05693645,32.7851052,96.50366292,43.91061196,43.13662276,35.45118218,11.9021057,0,34.36984949,32.24691193
11553,Adra2c,4.62E-19,101.1598191,348.1229462,63.17336983,111.701234,40.86202535,29.68439574,54.36921885,10.25670937,0,22.75900444,44.11670579
11554,Adrb1,3.703565298,73.79412344,252.7187705,34.54512933,123.6481263,48.86880917,34.38451494,20.00969435,13.05836526,0,50.67092461,31.3095104
11556,Adrb3,0,23.80241612,40.75540013,36.8786142,118.8844053,51.2961412,32.58764323,34.42951578,20.90768462,0,48.37876679,29.82257629
11564,Adsl,4.67E-25,23.65008513,37.56866629,32.69148197,108.2076758,30.18410074,41.18473825,15.72810041,22.86003166,0,68.47216247,39.34754497
11565,Adssl1,1.58E-20,28.46974878,68.1186656,24.59765068,162.0395346,90.31306528,103.0065077,10.33226374,28.5876831,0,44.90610091,52.22187726
11566,Adss,3.13E-09,54.06397938,142.3544107,60.54515237,116.3406269,56.34047132,39.80568448,11.67649304,43.40775285,0,40.57320618,23.02001173
11567,Avil,8.31E-12,36.83577587,28.64951085,29.85634804,129.1076871,62.29831445,56.95129201,50.35033692,39.34747628,0,47.30676529,33.65998471
11568,Aebp1,8.152768024,61.5478977,79.29298993,63.86977754,115.8953025,106.2818835,41.55623021,16.10755929,21.75902131,0,28.60449141,24.0819531
11571,Crisp1,1.74E-25,0,7.8470978,7.413512447,18.96294694,29.22067172,14.60185564,42.58640595,62.33074492,0,66.38507917,21.57597049
11572,Crisp3,0,0.472165583,4.048867511,0.567947385,14.68733449,5.837262631,26.9805267,31.55678424,70.36979041,0,57.04460424,15.81256962
11576,Afp,2.92E-07,2.498790304,4.429851107,19.62515443,24.50603137,16.49815186,39.83492868,17.761067,18.79109918,0,38.34850761,64.31770764
11593,Aga,0,21.41169565,40.33774481,22.40278182,22.33812099,3.515969785,23.54037366,24.44128636,29.08511842,0,36.35669377,14.82865339
11595,Acan,6.85E-13,20.68017301,26.78877084,8.924318419,128.3195426,48.44698034,65.34041281,35.93592123,23.46662275,0,44.7970938,44.11854343
11596,Ager,1.53E-18,16.32431129,107.2524122,6.83277702,190.0188285,37.73413631,55.538016,15.15973864,22.85926762,0,66.4620747,45.75224875
11600,Angpt1,0,5.374913975,11.12983193,9.559267682,30.58959602,13.54928706,14.99781882,33.17158519,44.96174873,0,70.33116514,15.4267999
11601,Angpt2,0.003203278,27.03158151,12.61804359,23.6327146,42.22181454,67.40988169,35.00387908,42.72801811,40.19828441,0,75.7347785,34.68805341
11602,Angpt4,3.12E-06,14.75244894,70.24195674,10.07147297,97.11745744,58.59530006,45.17558453,33.5814792,9.379192225,0,33.42036793,45.49636616
11603,Agrn,7.56E-07,12.35347612,30.98621115,8.506804046,76.388508,36.61199644,19.29173581,8.496017762,2.135637834,0,27.75958829,15.75704664
11604,Agrp,1.633246119,35.29306671,29.83004175,6.588896075,110.6277136,31.94213289,45.41869835,27.64484386,5.268054089,0,92.34736987,45.50530766
11605,Gla,0,15.64919998,9.015661244,22.87267269,33.79211148,21.19292226,80.07660223,14.96000036,22.99468934,0,36.06471584,19.92296203
11606,Agt,0.562957465,27.80829604,17.08327984,12.93161592,95.52088048,51.72745137,44.36368359,46.0434756,32.82266936,0,73.18650084,38.9131787
11607,Agtr1a,0,0.351907663,66.08346859,11.6308988,114.3848122,16.69501909,39.40124533,17.91137727,36.04656446,0,59.90828539,26.81571142
11608,Agtr1b,0.001886699,0.883723974,17.31041879,1.324307488,38.3975036,35.48911982,10.52315073,22.02317968,10.41779351,0,50.94615017,38.71134972
11609,Agtr2,0,0.217222443,12.52390304,2.44459563,5.943333344,15.46522291,35.29692881,22.00406954,25.4965914,0,40.60253644,14.02672437
11610,Agtrap,0.113671889,75.79290594,134.1118751,43.85293768,139.5573329,83.98234947,50.20155592,15.16739398,9.085140475,0,91.30908389,53.42168911
11611,Agxt,2.08E-20,5.701243969,55.32592231,17.68146608,88.65769435,67.84608355,36.89098291,55.64909035,28.6229516,0,40.07978072,33.56137344
11614,Nr0b1,0.003083833,10.41092955,11.50070653,32.55404031,51.44770174,9.56498805,41.36019489,11.93115479,21.87077356,0,48.26247545,13.06300922
11615,Gm4737,0,15.47194219,24.95768918,6.601118145,32.71217472,15.37461635,31.90963822,22.46887104,23.74071455,0,43.87712497,26.51169885
11615,Gm4737,0,15.47194219,24.95768918,6.601118145,32.71217472,15.37461635,31.90963822,22.46887104,23.74071455,0,43.87712497,26.51169885
11622,Ahr,7.22E-12,3.172827372,104.4434821,33.06889554,117.8338387,19.58375204,12.85746211,24.80605393,34.37380483,0,50.75347174,37.73785886
11624,Ahrr,5.46E-10,25.96037904,34.96847204,16.88312504,93.26971762,31.37704042,14.85041776,28.40363862,20.51529379,0,59.59550912,30.78661939
11625,Ahsg,0.389572989,15.09380904,9.74401615,8.875156421,93.44728554,24.78806929,38.88984181,17.39294083,51.46198282,0,46.42332277,30.11241095
11628,Aicda,1.67E-06,20.71894932,11.88645476,17.26129481,73.73292814,16.44739692,27.66811519,43.20251884,24.77369607,0,47.57343771,35.69205585
11629,Aif1,3.02E-13,12.68271973,87.93258456,8.725967763,102.7642516,59.76623347,46.92509231,9.480266619,38.36286402,0,40.31557622,25.81879076
11630,Aim1,0,17.96600588,32.20841085,17.30739317,92.45607233,36.49793216,12.0312485,45.88800068,20.89398413,0,4.767286239,63.99087228
11632,Aip,2.19E-12,12.45577947,134.2256373,26.3360342,147.8969164,96.80321081,39.56087334,18.69633881,19.01997928,0,44.861666,19.5520651
11634,Aire,8.895551216,32.54125124,52.84133693,26.49790228,144.9446673,54.14887666,37.69487192,12.94872469,2.296567177,0,63.88791975,33.50905612
11636,Ak1,1.12E-17,39.05131495,29.73575516,33.28608548,151.7095526,109.5172703,77.03208753,43.15781356,12.29891916,0,25.9856566,45.63768795
11637,Ak2,15.40869526,58.40024856,21.54040588,51.87911532,104.6041438,69.54346921,59.32404967,36.87232602,16.23988947,0,79.54884418,11.16140168
11639,Ak4,3.976563057,113.5373912,170.4277886,63.9797769,101.8520626,32.49215269,26.85364331,36.96543064,40.96835558,0,30.46941026,24.81860258
11640,Akap1,2.802236624,81.39754782,91.96286709,45.04530985,88.66005605,71.54932619,58.77592153,50.97167018,29.40977889,0,33.82304577,16.70865884
11641,Akap2,1.28E-10,21.26867675,43.78299761,22.57696513,86.47669941,38.3235084,50.54057137,22.3088737,29.49703648,0,73.02416794,37.54389669
11647,Alpl,6.3520083,70.77214685,77.00261765,75.12592975,111.7460479,63.80008438,67.92602744,20.4852816,20.35117459,0,52.0556142,21.20125312
11648,Akp3,2.05E-07,39.23329741,43.78271298,23.87025656,129.243043,25.73442462,67.17608057,28.70786497,18.18175149,0,12.45518829,47.73141929
11650,Alppl2,0,26.81754562,42.99882432,26.04943959,122.794896,54.92685785,106.3675988,30.73641003,10.23038868,0,57.64988675,63.84058039
11651,Akt1,6.50E-07,168.4131586,600.8321394,116.328941,223.7714691,132.8194188,65.83243524,44.58676506,8.15809003,0,88.69936631,21.85187301
11652,Akt2,5.36E-05,24.73243992,67.86431624,29.99881259,97.10744402,52.1900072,46.06615485,22.5615449,24.29179627,0,35.83097902,21.93800928
11656,Alas2,0,0.71546494,12.75756139,1.8384528,59.42872914,34.80519717,35.90264623,29.14344343,32.93666504,0,102.9361313,12.35722476
11657,Alb,0,3.096916151,1.752831667,2.967786286,68.4097326,36.27973732,6.260116184,30.03668671,57.20324134,0,46.2416307,33.08188682
11658,Alcam,0,42.54699887,73.66501268,30.33420578,45.12599796,50.57114065,37.31020923,41.56345672,32.33413415,0,43.97304157,43.88642788
11666,Abcd1,5.075157224,18.24856731,22.49855555,10.19635829,124.7989239,39.8886935,45.62537035,45.21123559,8.899409874,0,64.06655675,31.29302221
11669,Aldh2,9.07E-22,15.14061956,44.12990803,9.255139723,140.0851378,16.49303158,59.53439106,68.44963589,22.43194549,0,39.89895886,52.40135742
11670,Aldh3a1,1.92E-12,18.05032151,37.30662252,29.76440767,135.2102841,30.50639536,41.47553711,21.13128877,61.86515508,0,24.36243437,28.95334204
11671,Aldh3a2,0.001263787,19.08518256,63.08262665,13.7018589,92.5849588,14.73006101,32.89780409,35.29201894,18.61080125,0,24.56587121,32.88017672
11674,Aldoa,1.79E-06,42.04154796,141.1101429,42.71662292,120.122295,96.08590381,61.34653982,44.01355543,18.71447492,0,21.62454651,66.51692536
11676,Aldoc,0,19.00753585,32.17388937,25.35588042,65.80478332,22.24236729,21.23070797,19.66969777,15.46163667,0,91.60891907,42.14070559
11677,Akr1b3,0,65.28951276,85.43795626,53.94006887,59.26245054,33.02398673,35.37742549,45.21660289,55.09324889,0,58.73269355,41.78843434
11682,Alk,1.74E-10,25.08479161,41.16460117,4.583178286,59.87030718,25.70203729,46.27539239,36.32417801,35.65724672,0,64.6372241,17.94354871
11685,Alox12e,0.00453366,10.8427756,10.96543731,2.931088793,94.30225197,33.71888714,31.33443317,12.80997322,30.57430559,0,75.28283576,8.414427076
11686,Alox12b,0,34.48952594,10.46986584,42.51997136,86.76810354,55.2472833,37.81798353,29.54642582,42.66573324,0,31.88889032,34.42072912
11687,Alox15,3.18E-21,22.35464383,46.1945037,10.81887118,130.633412,38.54679556,39.28775853,17.60552307,10.94164267,0,51.7048288,23.82002803
11688,Alox8,9.14E-08,2.939818612,18.12302622,3.814309597,77.7075041,64.82218065,34.15313029,26.41110807,11.87754116,0,29.32076111,54.67466417
11690,Alox5ap,0,32.52083518,11.38882888,31.18650683,87.317236,71.61851812,47.04312424,34.13666711,15.76321086,0,47.61775611,8.683836589
11692,Gfer,3.14346319,78.01746644,283.9362512,46.89268022,143.849188,60.12189512,34.38640177,33.00596141,33.40389978,0,47.3142781,70.72346078
11694,Alx3,0.967824945,127.9387391,113.6395393,70.54521316,103.1579103,58.2490771,29.65691805,38.27339414,15.34558463,0,35.23379294,43.13807199
11695,Alx4,0,70.04233617,128.2148987,67.83914001,102.8550113,50.31145195,42.00941051,14.53031114,12.25714699,0,84.83596165,40.84538262
11698,Ambn,0,5.736937557,0.395986233,3.921611642,34.24921605,56.14721346,19.678165,50.40527535,48.65990093,0,19.65042685,20.68070108
11702,Amd1,2.99E-17,92.53031055,156.7214505,73.71156225,67.57222687,72.29259401,45.78316887,22.04799648,4.798419137,0,56.98334021,27.59050024
11704,Amelx,8.79E-23,5.000781011,2.359585174,5.455134153,11.15598761,5.036383796,28.21478602,28.24596177,59.47373034,0,37.4609721,12.28854106
11717,Ampd3,2.18E-24,19.65379951,46.59379875,22.39333442,123.2613736,100.0346059,48.30549809,54.71225773,30.68258944,0,35.77205472,34.15042359
11720,Mat1a,4.425113607,3.477158394,9.026342582,8.825612676,18.77914578,71.16564799,22.45795919,26.84378728,29.87424758,0,79.21254403,41.16330242
11722,Amy1,0,9.799131735,5.521406254,11.07859147,24.96703814,1.735625694,29.85696174,17.81475648,28.128627,0,23.00774121,10.93831437
11731,Ang2,0,0.477736006,9.310376411,0.203053301,15.46063965,41.37528093,28.86551281,21.49571673,28.6760719,0,31.50990624,23.80409597
11732,Ank,1.52E-05,50.96539398,249.3416482,64.87725691,104.5103416,47.97931768,39.16787339,30.66191941,25.57012681,0,32.51132165,9.788615181
11735,Ank3,6.50E-17,12.42898277,10.30447955,20.0371739,111.4684515,24.92742077,27.32249863,13.14260829,33.33353218,0,22.23866547,18.92350351
11736,Ankfy1,0,13.90366638,34.52033472,18.77984544,55.85068715,49.14144879,26.06674517,4.71301149,20.72432338,0,37.81565683,43.9618473
11737,Anp32a,1.291339238,25.27752814,26.87709101,31.59112558,162.4637565,92.4296094,73.80321508,7.553783366,19.42317247,0,45.16332638,53.09630645
11740,Slc25a5,0,24.9726791,63.0659174,21.56747493,72.42444968,77.40451465,64.73549369,37.66863999,26.40885392,0,49.72799396,37.84031168
11744,Anxa11,1.244326409,28.7570464,61.76460773,37.91900811,120.1974644,50.22548168,39.10964606,21.75733642,38.14142996,0,37.13423668,38.05537488
11745,Anxa3,0,20.53698294,34.28757345,9.535767492,33.44725379,60.9153943,26.18859085,27.3771832,7.502307031,0,41.01045181,5.033796792
11746,Anxa4,2.23E-18,7.593623398,10.2302309,8.34319618,67.52675096,70.40201651,46.54824643,53.5360951,33.94374158,0,50.6911411,13.53263909
11747,Anxa5,4.66E-05,25.83658037,12.12325966,18.63339497,86.3318037,30.82398618,28.88848244,30.61922016,14.94635308,0,46.2421822,12.02348164
11749,Anxa6,1.09E-14,16.30531984,64.6709552,32.91073225,220.8843697,42.16357761,126.5127971,22.28074891,23.3361611,0,10.73829815,21.50926765
11750,Anxa7,0.095022412,32.99597156,62.51465184,28.10887774,126.4743035,47.54327796,47.44906191,26.19131303,25.15472477,0,69.08778979,23.96882223
11752,Anxa8,1.24E-08,8.62864643,29.33655346,4.580868171,142.2142256,94.13912142,9.941997098,34.32108966,26.96852134,0,65.6980402,54.52385732
11754,Aoc3,2.034369634,35.24150629,94.21582139,28.78174069,62.75089332,55.33165257,53.61476637,14.30440765,27.69987642,0,59.16494944,16.95016576
11757,Prdx3,1.00E-13,19.23956198,35.8231098,12.1293706,80.60836237,61.73996342,89.67737532,22.28253306,39.61234489,0,57.35328771,45.70838758
11758,Prdx6,1.17E-21,31.20562743,27.85838193,32.48034721,89.25428846,22.60159405,35.67042527,35.2291225,28.87885915,0,53.79281644,20.08341675
11761,Aox1,3.08E-09,7.611260193,28.34606815,0.728854925,50.47157182,70.57854799,12.46577533,31.71880458,43.98480896,0,41.92147711,45.00649969
11764,Ap1b1,5.23E-20,124.2794774,203.4218224,43.90593551,104.6069744,42.603963,87.65543257,25.45122816,8.669484307,0,45.36769125,27.83687464
11765,Ap1g1,1.41E-09,14.52518204,71.97541035,26.15076515,68.16850053,43.68138241,32.69539131,29.11861186,47.72334955,0,25.99495729,29.17911965
11766,Ap1g2,1.11E-06,14.72833621,71.10417977,18.29609057,119.125771,50.74398203,42.80634079,25.19622751,4.234008832,0,57.59332012,46.41454792
11767,Ap1m1,0.059512371,14.83563448,34.31128486,13.94868891,125.6415656,66.27827421,43.5018253,37.17015514,11.14072545,0,69.71153887,26.77089841
